M = 0  out of  399
M = 40  out of  399
M = 80  out of  399
M = 120  out of  399
M = 160  out of  399
M = 200  out of  399
M = 240  out of  399
M = 280  out of  399
M = 320  out of  399
M = 360  out of  399
         3410443 function calls (3404904 primitive calls) in 325.778 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:10(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:22(FigureManagerTkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:27(NavigationToolbar2TkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:32(_BackendTkAgg)
        1    0.000    0.000    0.000    0.000 backend_tools.py:12(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:146(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:236(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:25(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:308(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:34(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:353(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:381(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:391(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:401(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:417(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:434(_ToolGridBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:468(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:489(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:509(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:522(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:539(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:549(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:559(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:711(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:723(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:732(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:741(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:750(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:757(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:765(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:829(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:955(ToolPan)
        1    0.000    0.000    0.001    0.001 base.py:1(<module>)
    26422    0.018    0.000    0.026    0.000 base.py:1202(isspmatrix)
        1    0.000    0.000    0.000    0.000 base.py:17(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:21(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:25(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 base.py:63(spmatrix)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:1045(LstsqLapackError)
        1    0.000    0.000    0.001    0.001 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:152(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:17(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:184(<module>)
    26422    0.144    0.000    0.301    0.000 blas.py:218(find_best_blas_type)
    26422    0.018    0.000    0.018    0.000 blas.py:259(<listcomp>)
    26422    0.264    0.000    0.702    0.000 blas.py:279(_get_funcs)
        1    0.000    0.000    0.000    0.000 blocking_input.py:124(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:296(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:349(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:36(BlockingInput)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 bz2.py:31(BZ2File)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:127(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:133(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:139(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:22(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:258(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:29(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:375(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:48(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:487(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:499(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:53(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:530(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:67(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:70(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:72(__init__)
        1    0.000    0.000    0.008    0.008 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
       10    0.000    0.000    0.000    0.000 case.py:1315(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1337(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:1395(_SubTest)
        1    0.000    0.000    0.000    0.000 case.py:184(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:297(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 category.py:121(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 category.py:13(<module>)
        1    0.000    0.000    0.000    0.000 category.py:139(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 category.py:171(UnitData)
        1    0.000    0.000    0.000    0.000 category.py:35(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2109(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:88(<module>)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1222(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1272(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1277(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1280(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1283(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1288(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1291(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1294(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1309(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1312(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1315(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1318(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1321(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1328(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1333(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:164(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.017    0.017 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 client.py:739(HTTPConnection)
        1    0.000    0.000    0.000    0.000 cm.py:171(ScalarMappable)
       33    0.000    0.000    0.000    0.000 cm.py:28(_reverser)
       31    0.000    0.000    0.001    0.000 cm.py:34(revcmap)
       60    0.000    0.000    0.000    0.000 cm.py:46(<listcomp>)
       75    0.000    0.000    0.001    0.000 cm.py:51(_reverse_cmap_spec)
        1    0.000    0.000    0.008    0.008 cm.py:6(<module>)
        2    0.000    0.000    0.000    0.000 cm.py:63(<listcomp>)
      150    0.000    0.000    0.006    0.000 cm.py:67(_generate_cmap)
        1    0.000    0.000    0.001    0.001 cm.py:85(<dictcomp>)
       15    0.000    0.000    0.000    0.000 codecs.py:185(__init__)
        5    0.000    0.000    0.000    0.000 codecs.py:213(setstate)
       39    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
       39    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
      105    0.000    0.000    0.000    0.000 codecs.py:318(decode)
        1    0.000    0.000    0.016    0.016 collections.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1007(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1054(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1119(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1126(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1133(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1325(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1578(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1598(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1688(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1743(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1813(QuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:36(Collection)
        1    0.000    0.000    0.000    0.000 collections.py:865(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:914(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:940(PolyCollection)
        1    0.000    0.000    0.000    0.000 colorbar.py:1309(ColorbarPatch)
        1    0.000    0.000    0.057    0.057 colorbar.py:20(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:220(ColorbarBase)
        1    0.000    0.000    0.000    0.000 colorbar.py:905(Colorbar)
        1    0.000    0.000    0.000    0.000 colors.py:1000(LogNorm)
     1472    0.001    0.000    0.002    0.000 colors.py:107(_is_nth_color)
        1    0.000    0.000    0.000    0.000 colors.py:1071(SymLogNorm)
      456    0.000    0.000    0.003    0.000 colors.py:112(is_color_like)
        1    0.000    0.000    0.000    0.000 colors.py:1188(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1263(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1349(NoNorm)
     1016    0.001    0.000    0.005    0.000 colors.py:142(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:1533(LightSource)
      373    0.001    0.000    0.003    0.000 colors.py:176(_to_rgba_no_colorcycle)
      432    0.000    0.000    0.000    0.000 colors.py:196(<genexpr>)
     1260    0.000    0.000    0.000    0.000 colors.py:228(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:298(ColorConverter)
      572    0.000    0.000    0.003    0.000 colors.py:330(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:419(Colormap)
      160    0.000    0.000    0.000    0.000 colors.py:431(__init__)
        1    0.000    0.000    0.001    0.001 colors.py:45(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:625(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:63(_ColorMapping)
      126    0.000    0.000    0.000    0.000 colors.py:632(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:64(__init__)
       64    0.001    0.000    0.006    0.000 colors.py:706(from_list)
        1    0.000    0.000    0.000    0.000 colors.py:778(ListedColormap)
       34    0.000    0.000    0.000    0.000 colors.py:785(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:80(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:85(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:868(Normalize)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
        1    0.000    0.000    0.000    0.000 constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:10(Container)
        1    0.000    0.000    0.000    0.000 container.py:112(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:137(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 container.py:169(StemContainer)
       13    0.000    0.000    0.000    0.000 contextlib.py:107(contextmanager)
       27    0.000    0.000    0.000    0.000 contextlib.py:135(helper)
       27    0.000    0.000    0.000    0.000 contextlib.py:37(__init__)
       27    0.000    0.000    0.001    0.000 contextlib.py:57(__enter__)
       27    0.000    0.000    0.000    0.000 contextlib.py:63(__exit__)
        1    0.000    0.000    0.000    0.000 contour.py:1376(QuadContourSet)
        1    0.000    0.000    0.028    0.028 contour.py:3(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:39(ClabelText)
        1    0.000    0.000    0.000    0.000 contour.py:54(ContourLabeler)
        1    0.000    0.000    0.000    0.000 contour.py:734(ContourSet)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:21(coo_matrix)
       65    0.000    0.000    0.000    0.000 copy.py:269(_reconstruct)
       65    0.000    0.000    0.001    0.000 copy.py:67(copy)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
       65    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
       12    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.013    0.013 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1122(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1143(__init__)
        4    0.000    0.000    0.000    0.000 core.py:125(doc_note)
        3    0.000    0.000    0.000    0.000 core.py:1360(getmask)
       43    0.000    0.000    0.001    0.000 core.py:150(get_object_signature)
        1    0.000    0.000    0.012    0.012 core.py:159(load_base_library)
        1    0.000    0.000    0.000    0.000 core.py:166(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 core.py:167(MAError)
        1    0.000    0.000    0.000    0.000 core.py:173(update_user_library)
        1    0.000    0.000    0.000    0.000 core.py:175(MaskError)
       27    0.000    0.000    0.001    0.000 core.py:181(iter_style_files)
        1    0.000    0.000    0.012    0.012 core.py:191(read_style_directory)
        1    0.000    0.000    0.000    0.000 core.py:207(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:209(<listcomp>)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:230(reload_library)
        1    0.000    0.000    0.000    0.000 core.py:2374(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2380(__init__)
        8    0.000    0.000    0.000    0.000 core.py:2547(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2592(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2706(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2771(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2908(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2934(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3064(view)
        7    0.000    0.000    0.000    0.000 core.py:3372(__setattr__)
       26    0.000    0.000    0.000    0.000 core.py:57(is_style_file)
        1    0.000    0.000    0.000    0.000 core.py:6058(mvoid)
    26422    0.016    0.000    0.020    0.000 core.py:6198(isMaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:6254(MaskedConstant)
        2    0.000    0.000    0.000    0.000 core.py:6258(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6264(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6282(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:6420(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6429(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6539(_frommethod)
       26    0.000    0.000    0.000    0.000 core.py:6550(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6555(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:794(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:8015(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:8028(__init__)
        3    0.000    0.000    0.000    0.000 core.py:803(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8033(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:819(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:827(__init__)
        1    0.000    0.000    0.000    0.000 core.py:837(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:843(__init__)
        1    0.000    0.000    0.000    0.000 core.py:858(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:864(__init__)
        1    0.000    0.000    0.000    0.000 core.py:874(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:880(__init__)
        1    0.000    0.000    0.000    0.000 core.py:890(_MaskedUFunc)
       53    0.000    0.000    0.000    0.000 core.py:891(__init__)
        1    0.000    0.000    0.000    0.000 core.py:900(_MaskedUnaryOperation)
       27    0.000    0.000    0.000    0.000 core.py:918(__init__)
        1    0.000    0.000    0.000    0.000 core.py:94(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:974(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:994(__init__)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
        1    0.000    0.000    0.003    0.003 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
        1    0.000    0.000    0.000    0.000 csv.py:129(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:164(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:22(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:53(excel)
        1    0.000    0.000    0.000    0.000 csv.py:63(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:68(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:79(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:331(prep_simple)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       17    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       90    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       18    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
       17    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
      138    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       18    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
      149    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
       18    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
       36    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
       17    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
       17    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
       17    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
       18    0.000    0.000    0.000    0.000 data.py:125(_create_method)
        1    0.000    0.000    0.000    0.000 data.py:152(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1056(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1161(AutoDateLocator)
        1    0.000    0.000    0.013    0.013 dates.py:137(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1385(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1449(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1474(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1502(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1529(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1549(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1569(SecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1589(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1781(DateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:188(_UTC)
        1    0.000    0.000    0.000    0.000 dates.py:347(strpdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:363(bytespdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:605(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:745(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:772(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:871(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:976(DateLocator)
        1    0.000    0.000    0.000    0.000 datetime.py:1005(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1030(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1311(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1319(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1815(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1838(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:247(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:264(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:277(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:319(timedelta)
        9    0.000    0.000    0.000    0.000 datetime.py:338(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:513(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:641(date)
        2    0.000    0.000    0.000    0.000 datetime.py:671(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:935(tzinfo)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        2    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        2    0.000    0.000    0.002    0.001 decoder.py:334(decode)
        2    0.001    0.001    0.002    0.001 decoder.py:345(raw_decode)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
    26422   80.424    0.003   83.954    0.003 decomp_svd.py:16(svd)
        1    0.000    0.000    0.011    0.011 decorators.py:15(<module>)
        1    0.000    0.000    0.012    0.012 decorators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.001    0.001 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:174(matrix)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
      158    0.000    0.000    0.000    0.000 deprecation.py:110(deprecated)
      158    0.001    0.000    0.004    0.000 deprecation.py:163(deprecate)
       26    0.000    0.000    0.000    0.000 deprecation.py:174(finalize)
      132    0.000    0.000    0.001    0.000 deprecation.py:197(finalize)
      2/1    0.000    0.000    0.000    0.000 deprecation.py:206(wrapper)
      158    0.000    0.000    0.000    0.000 deprecation.py:23(_generate_deprecation_message)
        1    0.000    0.000    0.000    0.000 deprecation.py:6(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:166(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:405(Bytecode)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
       80    0.000    0.000    0.000    0.000 docstring.py:100(copy)
       80    0.000    0.000    0.000    0.000 docstring.py:102(do_copy)
        1    0.000    0.000    0.000    0.000 docstring.py:11(Substitution)
       79    0.000    0.000    0.002    0.000 docstring.py:113(dedent_interpd)
       79    0.000    0.000    0.000    0.000 docstring.py:121(copy_dedent)
       79    0.000    0.000    0.001    0.000 docstring.py:128(<lambda>)
        4    0.000    0.000    0.000    0.000 docstring.py:39(__init__)
       83    0.000    0.000    0.000    0.000 docstring.py:44(__call__)
       45    0.000    0.000    0.000    0.000 docstring.py:48(update)
        1    0.000    0.000    0.000    0.000 docstring.py:65(Appender)
       54    0.000    0.000    0.000    0.000 docstring.py:84(__init__)
       54    0.000    0.000    0.000    0.000 docstring.py:88(__call__)
      158    0.000    0.000    0.002    0.000 docstring.py:94(dedent)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:29(dok_matrix)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
       12    0.000    0.000    0.000    0.000 dual.py:52(register_func)
       24    0.000    0.000    0.000    0.000 dviread.py:133(_dispatch)
       24    0.000    0.000    0.000    0.000 dviread.py:164(decorate)
       24    0.000    0.000    0.000    0.000 dviread.py:165(<listcomp>)
        1    0.000    0.000    0.000    0.000 dviread.py:182(Dvi)
        1    0.000    0.000    0.002    0.002 dviread.py:19(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 dviread.py:512(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:602(Vf)
